# La frase que sale bajo el nombre de cada personaje.
# identidad = el valor del campo 0xBA162C11 de la partida.
# Lo genera herramientas/construir_descripciones.py (NOTAS O-92).
identidad,descripcion
E9250018,"A pesar de su apariencia tranquila, todo el mundo sabe que es muy fuerte."
E9258F55,En su familia todos practican artes marciales. A veces lucha con su padre.
E934EA5A,"Se inscribió en la Secundaria <MNT:NAGUMOHARA> por la ausencia de fútbol, un deporte que parece detestar intensamente."
E93661A1,"En el fondo, es calmado y tímido, pero desde la secundaria que finge ser un playboy fanfarrón."
E936F6BB,Creció ofreciendo caramelos a los turistas. Desarrolló su resistencia corriendo por el pueblo sin parar.
E944CA1F,"Permanece impertérrito ante cualquier situación. Delicado al jugar, a pesar de su imponente aspecto físico."
E94F6875,Alumna de 5.º curso con una gran sensibilidad espiritual. Vive en la Floridablanca y es amiga de <FST:AMANO>.
E950267A,"Una campeona junior de esgrima, que espera poder convertirse algún día en la mejor del mundo."
E9516381,Adora lo picante y le añade salsa de chili a todos sus platos.
E96DFFF3,"Le llaman ""el hombre de acero "" ya que no sabe lo que es lesionarse."
E97B85E9,Tiene esas pintas porque se comió unas galletas para ciervos.
E9804A4E,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
E982842D,Adora el anime y los videojuegos japoneses. Compra cartas coleccionables a granel.
E98A7A8E,"Tiene una risa áspera pero jovial, lo cual estaría muy bien si no fuera tan estridente..."
E992B4B9,"Juega como un depredador y de mayor quiere ser cazarrecompensas, atrapando a los más buscados para hacerse rico."
E9A2FFE8,Le encantan los juegos de tablero y es un astuto diplomático y estratega.
E9B5C009,Tiene un fuerte sentido de la justicia y quiere arreglar el mundo.
E9BD3EAA,"Va de gallito con los chicos, pero, con las mujeres, se achanta."
E9CA7BC6,"Es un poco torpe, pero si una chica se lo pide, se pone las pilas."
E9CAF48B,"Un jugador rapidísimo, famoso por correr hacia la victoria; muchas de sus victorias se deben a su velocidad"
E9F9E834,"Es frío, lógico y choca sin parar con <FST:DELIOS>, que prefiere gritar antes que razonar."
EA065043,Deja que le persiga un avestruz para reforzar sus piernas y ganar velocidad.
EA06DF0E,"Es el director del centro de entrenamiento, Isla Santuario. Un jugador estrella a pesar de su edad."
EA0EAEE0,Siempre lleva los auriculares puestos con la música baja para no molestar a los demás.
EA1660D7,Le encanta el estilismo y siempre se hace unos peinados espectaculares.
EA1B7D42,"Está probando de todo para volverse tan fuerte como <FST:ASAD>, pero de momento no ha tenido suerte."
EA311467,Es capaz de ordenar una habitación repleta de trastos en dos minutos.
EA39EAC4,"Corre como un rayo en las rectas, pero no toma nada bien las curvas."
EA4E20E5,Una chica supercelosa que pasa de ser fría como el hielo a más cálida que el fuego en cuestión de milisegundos.
EA4EAFA8,Su familia es muy longeva: su bisabuela se conserva muy bien.
EA4F0624,"Entrena como una profesional y busca su oportunidad, pero le piden paciencia antes de coger un mando."
EA7D3C5A,"Juega empujando a todos fríamente, incluso a sus compañeros. ¡Ahora está bajo el control de los Devoramentes!"
EA936402,Sabe de fútbol casi tanto como <FLC:YUTO>. Sus informes técnicos son muy útiles.
EAA15B3B,"Un diamante en bruto, pero su mala actitud no le permite mejorar."
EAA1D476,Su gran afición es convertir bloques de piedra en obras maestras.
EAB2B5CF,"Aunque es un delincuente y problemático en el instituto, tiene unas piernas poderosas y da unas patadas tremendas."
EAC6A18E,Soberbio espadachín del Shinsengumi que no se rinde ante su enfermedad con tal de llevar a cabo su misión.
EAD4F214,Consigue alegrar a la gente con solo una mirada. También da estupendos consejos.
EAD5B7EF,"Le encanta enviar postales, y hace muy felices a los que las reciben."
EAE92B9D,Participa en carreras de karts y sueña con ser piloto profesional algún día.
EAF896CA,"Se unió al club de fútbol para comprometerse con algo. Desde entonces, ha estado entrenado sin parar."
EB04CBB9,Un poderoso y carismático señor feudal de la era Sengoku que quiere gobernar Japón.
EB169823,Dedica muchas horas al día a mantener su espesa y brillante cabellera negra.
EB17DDD8,"A primera vista parece muy astuta, pero siempre está en Babia."
EB2B41AA,Le apasiona la exploración. Sueña con encontrar islas secretas.
EB3AFCFD,"Eligió el fútbol un poco porque sí, pero le acabó sorprendiendo lo mucho que le gusta."
EB442686,La viva imagen de la diligencia. Limpia temprano el club para que entrenen sin dilación.
EB4F9C34,¡Portero de habilidad infinita! Siente devoción por el legendario <FUL:ENDO>.
EB5F4109,Trasnocha creando nuevas estrategias y es muy bueno en el campo. Lo mejor de ambos mundos.
EB63310C,Se sabe que los equipos rivales tiemblan ante su defensa y su enorme corpulencia.
EB63BE41,Es muy popular en la biblioteca por sus marcapáginas hechos a mano. ¡No deja de recibir pedidos!
EB686617,"Se humilla ante los jugadores fuertes, pero intimida a los débiles."
EB70DFF8,Un mentalista que lee las emociones y las intenciones a la primera. Sube la moral de todo el equipo.
EB71C521,"Se encontró con el fútbol por accidente. Rápidamente hizo suyo el campo, aunque no se lo cree."
EB871EB4,Un androide creado por <FLA:SAKAMAKI>. El modo hyperdrive ha aumentado su potencia.
EB8C4AD2,Tiene la piel tan seca que sueña con mudarse a un planeta lleno de agua algún día.
EB8CC59F,En su casa no usan teléfono móvil porque nadie parece necesitarlo.
EB960B9C,"Maestra de la arquitectura de sistemas que construye las bases de cada app, en silencio, lidera el club como su heroína no reconocida."
EBB36D5A,Delantero de sangre caliente. Sus tiros abrasadores dejan un rastro de cenizas a su paso.
EBBD5BFF,El delantero estrella de las tierras del norte. Suele ser muy tranquilo.
EBBF566D,Juega con una imprevisibilidad que pone los pelos de punta. ¡Ahora está bajo el control de los Devoramentes!
EBCCC4D7,Su sueño es dominar el asfalto con un camión de dieciocho ruedas.
EBCFE222,"Delantera deslumbrante, el orgullo de Naniwa. Su resolución no tiene parangón."
EBD40AE0,Medio japonés y medio americano. Aprende a hablar tonghanés.
EBF37E50,Adora las celebraciones y aparece aunque no le hayan invitado.
EBFB80F3,"Puede que sea un poco lento, pero es un diez protegiendo el balón."
EC1E7504,Una aprendiz de geisha que siempre viste con kimono.
EC1F30FF,Le encanta sorprender a los demás con bromas y trucos pesados.
EC22663B,"Con la constitución de un tanque, lo ficharon en un planeta con una gravedad aplastante."
EC22E976,Es un aficionado al aeróbic. Es habitual verlo con leotardos de los años ochenta.
EC4A6D58,Sueña con ser un cirujano de fama mundial. Le encantan los bisturís y estudia a diario.
EC6A169D,Estudia folclore musical italiano. Hasta ha reescrito alguna canción.
EC6A99D0,Avanza por el campo con un regate potente a ras de suelo. Es fuerte como un tanque y se mueve como tal.
EC72D8AA,Un androide que El Dorado desarrolló en secreto con los datos de <FUL:ENDO>.
EC856D43,Él mismo se hace disfraces de personajes de dibujos animados.
EC85E20E,"Un comerciante sin suerte convertido en jugador de fútbol en paro, aún sueña con triunfar a lo grande."
EC8D5BD8,"Ve el mundo desde una perspectiva única. Por eso, puede convertir una simple roca en una obra de arte."
EC975DE3,Busca ser el centro de atención y sueña con la fama. Declara su amor por el Go a los cuatro vientos.
EC984042,Le gusta dibujar patrones zigzagueantes en sus cuadernos de notas.
ECB341FC,Es la campeona nacional de sumo. Es un poco llorona.
ECC56C0B,Sueña con convertirse en corredor de fondo y hacer senderimo por las montañas.
ECC64AFE,Se le da bien hablar con chicas en la playa.
ECCD1DE5,Irascible ariete del Ultramegahiedra. Siempre está a punto de estallar.
ECCD92A8,"¡Blub, blub! ¡Le encantan los pepinos y se desplaza por la cancha como si estuviese nadando por un río!"
ECD030E4,Le pirra el caviar. Siempre acompaña sus comidas.
ECDDA23C,Hace enemigos con facilidad. Le gusta dormir al aire libre.
ECF04F87,"Jugador que dirige a su equipo como un director de orquesta. Todo un genio, que se ha ganado el apodo de ""Virtuoso ""."
ECF2282F,Joven luchador de sumo que está destinado a ser uno de los mejores rikishi.
ECF381A3,El mejor empleado de la tienda de electrónica. Ojalá atendiese todos los turnos y a todos los clientes.
ECF9D124,"Analiza todo con precisión, aunque su cinismo se le escapa al hablar en más de una ocasión."
ECFAD68C,Es un mecánico nato. Incluso elaboró un motor en la tienda de su padre.
ECFF22DC,"Entrenador de los Emperadores Oscuros, planea conquistar el mundo con el poder de la piedra Alius."
ED0512EA,Chica de corte tradicional. Su elegancia y su dinamismo forman parte de su encanto.
ED07063C,"Tiene un fuerte sentido del deber. Siempre obedece las órdenes, por difícil que le resulte."
ED0F77D2,Un defensa muy tozudo al que le gustan los días de lluvia.
ED125AD3,"El pilar del equipo de rugby. Para él, el fútbol es un deporte rival."
ED1FC80B,Siempre da un nombre falso. Reserva el verdadero para una chica especial.
ED304218,Está convencido de que es la reencarnación de una bestia mítica.
ED3225B0,"Jugador que dirige a su equipo como un director de orquesta. Todo un genio, que se ha ganado el apodo de ""Virtuoso ""."
ED38BCBB,Colecciona souvenirs de todas las regiones. Le encantan los raros.
ED3BBB13,"Un brusco avasallador que, junto a <FLC:BAEK>, acaba con sus rivales a base de faltas despiadadas."
ED3FF528,"La capitana del Protocolo Omega 2.0 es risueña, pero tiene un lado oscuro."
ED470774,Le encantan los doblajes y hace imitaciones de voces de películas.
ED478839,Una misteriosa forma de vida cuyo origen se remonta a tiempos inmemoriales; nadie sabe de dónde viene.
ED4F31EF,Un delantero que domina cada movimiento. Su tamaño y habilidad dejan sin opciones a los defensas.
ED5A2A75,Tiene una vista de lince que hace que no se le escape una. Incluso parece como si tuviera ojos en la espalda.
ED609970,El anterior capitán del club de fútbol de <MNT:NAGUMOHARA>. Usa sus descansos para velar por el parque marítimo.
ED88076F,Todo lo tiene que hacer aprisa y corriendo. No para quieto.
ED955E0B,"Parece despreocupado, pero en realidad es un estratega nato."
EDA87CAA,"Este as del rodeo puede domar a cualquier caballo, por muy salvaje que sea."
EDA8F3E7,Su abuelo era alemán. Es disciplinado pero un poco cuadriculado.
EDB0B29D,El aprendiz del profesor Layton. Puede hablar con los animales.
EDC434E5,Un delantero afín a la oscuridad. Sus increíbles talentos abruman a aliados y rivales por igual.
EDDC1F33,Miembro del escuadrón enemigo de la patrulla local. Tiende a vaguear.
EDDD5AC8,Ganó de chiripa un concurso de salto de esquí y rompió un récord en su primera participación.
EDE08341,Ingresa toda la paga en el banco.
EDE3C68E,Solo dibuja si se toma antes una taza de leche caliente.
EE2C2789,"Por la noche, cobra vida junto al mar, siempre atraído por el ritmo incesante de las olas."
EE2CA8C4,Su gran afición es tallar piezas de ajedrez. Sueña con convertirse en un gran artesano.
EE3185C5,"Parece normal, pero está obsesionada con las flores y, cuando ve una, se tira de cabeza a por ella."
EE3466F3,Un fan de los efectos especiales que juega a LBX. Tiene buenos reflejos.
EE3F5E67,"Alcalde del pueblo de Saga. Con 80 años, aún rebosa energía. Cuando le conviene, se hace el despistado para evitar ciertos temas."
EE4E4F11,"Una defensa superhábil, más buena que un sol. Es la mamá del equipo, pase lo que pase."
EE58CB5D,"¡Si estás en problemas, él se ofrece a pasar el mal trago por ti!"
EE598EA6,Una talentosa chef de comida casera. Es conocida también por su forma de limpiar y ordernar sus utensilios.
EE64572F,Colecciona sellos raros. Nunca sale de casa sin ellos.
EE69C5F7,Medio y duplicado de <FUL:ASTA>. Todos los chicos sucumben a su aroma y su belleza.
EE79F563,Su mayor ilusión es ser espía para su país y llevar una vida llena de aventuras.
EE7E992C,"Tiene el ritual de ver la salida del sol, pero después lo evita hasta el día siguiente."
EE83D252,"Le gusta sacar fotos con su vieja cámara de juguete, pero revelarlas le cuesta un dineral."
EE8B2CF1,"Su personalidad, su estilo de juego, su cara... Es todo tan agresivo..."
EE8BA3BC,"Parece que no ve nada con esos pelos, ¡pero tiene vista de lince!"
EE9B1C65,Está seguro de que tiene tanto brío porque siempre desayuna fuerte.
EEACB436,"Sus actuaciones conmueven al público, pero cuando está triste, nadie sabe si miente o no."
EEB49676,Tiene diez hermanos. Se siente raro si no escucha jaleo a su alrededor.
EEB94E3F,No baja la guardia hasta que todo el equipo esté sincronizado. Siempre da largos discursos que alguien acaba interrumpiendo.
EEBC68D5,Es de constitución grande y engorda con facilidad.
EEC35C57,"Una mente alienígena tranquila y melancólica atrapada en una máquina rota, siempre alerta, siempre meditativa."
EEC3D31A,"Gran espía que no destaca sobre el terreno de juego, sino fuera de él."
EED30FF9,"Si su madre le pregunta qué quiere almorzar, le responde con los macros de proteína que debe tomar."
EEE3B9E3,Un jugador tan bello y esbelto que da el pego como chica. Conoce bien a <FLC:SHINDO>.
EEF36D3A,Se involucra tanto en el partido que siempre se lesiona. Usa sus descansos para crear vendajes de curación rápida.
EEF90438,Jugador que se levanta por muchas veces que lo derriben. Se preocupa mucho por los jugadores más jóvenes.
EF013660,Un misterioso alienígena que se hizo pasar por <FUL:YURI> para participar en el FFIV2.
EF01B92D,"No hay tesoro que no pueda robar, pero solo roba a los ricos."
EF41B865,"Quiere ser detective, así que siempre va por ahí poniendo cara de tipo duro."
EF429E90,Ha superado los límites humanos de la velocidad gracias a la piedra Alius.
EF49C98B,La simpática y traviesa idol de Ribera del río. Siempre lleva su adorno de calavera para el pelo.
EF597652,"Su pelo liso es la envidia de todos, pero ella sueña con tener rizos."
EF64587A,Realiza poderosos tiros usando todo su cuerpo como si fuese un látigo.
EF6EDE01,"Hábil al crear desde pequeña utilería hasta grandes telones de fondo, que dinamizan las escenas."
EF76FC41,"Se le dan bien las peleas, pero nunca las empieza."
EF7E02E2,"Adora las flores, pero las plantas se le mueren antes de florecer."
EF8425D3,"Tras el lavado de cerebro, se ha vuelto un bruto que juega al límite de la legalidad."
